date_sample_collection;acari_20;data_type;id_sample;other_bfs;ab_araneae;araneae_01;araneae_05;diplura_20;diptera_01;id_level_1;id_level_2;id_level_3;isopoda_10;protura_20;diptera_l10;symphyla_20;ab_chilopoda;ab_diplopoda;chilopoda_10;chilopoda_20;country_code;diplopoda_10;diplopoda_20;hemiptera_01;opiliones_10;pauropoda_20;ab_coleoptera;ab_collembola;coleoptera_01;coleoptera_05;coleoptera_10;coleoptera_15;coleoptera_20;collembola_01;collembola_02;collembola_04;collembola_06;collembola_08;collembola_10;collembola_20;dermaptera_01;embioptera_10;palpigradi_20;psocoptera_01;ab_hymenoptera;coleoptera_l10;hymenoptera_01;hymenoptera_05;main_prog_name;precision_date;pseudoscorp_20;additional_name;hymenoptera_l10;thysanoptera_01;acari_number_taxa;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;list_of_other_bfs;enchytraeus_abundance;enchytreids_r_strategist_abundance;hymenoptera_number_taxa;ab_enchytreids_abundance;mesofauna_number_species;enchytreids_number_species;enchytreids_k_strategist_abundance
date:2022-10-14T00:00:00:yyyy-MM-dd;18800;Data Mesofauna;;0;0;0;0;0;0;E-20;NA;3;0;0;300;300;100;0;0;100;IT;0;0;700;0;0;700;20900;500;0;200;0;0;0;0;0;0;0;900;200;0;0;0;0;400;0;0;400;qbs_prati;D;0;;0;300;;2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;4800;Data Mesofauna;;0;0;0;0;0;0;E-3;NA;1;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;1600;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;200;100;0;200;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-3_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;6500;Data Mesofauna;;0;0;0;0;0;0;E-3;NA;3;0;0;0;0;0;0;0;0;IT;0;0;200;0;0;0;7400;0;0;0;0;0;0;0;0;0;0;5000;100;0;0;0;0;600;100;0;600;qbs_prati;D;0;;0;200;;2022-10-13_D_IT_qbs_prati_F_E-3_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;300;Data Mesofauna;;0;0;0;0;0;0;E-4;NA;1;0;0;100;0;0;0;0;0;IT;0;0;100;0;0;0;5500;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;600;200;0;0;200;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;2300;Data Mesofauna;;0;0;0;0;200;0;E-4;NA;2;0;0;100;100;0;0;0;0;IT;0;0;100;0;0;0;1600;0;0;0;0;0;0;0;0;0;0;1000;200;0;0;0;0;600;0;0;600;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5200;Data Mesofauna;;0;0;0;0;500;0;E-4;NA;3;0;0;100;200;0;200;0;0;IT;100;100;200;0;0;300;2100;300;0;0;0;0;0;0;0;0;0;900;0;0;0;0;0;7200;100;0;7200;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4700;Data Mesofauna;;0;200;200;0;100;0;E-41;NA;1;0;0;300;0;0;0;0;0;IT;0;0;300;0;200;600;12500;500;100;0;0;0;0;0;0;0;0;11400;200;0;0;0;0;200;100;0;200;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4100;Data Mesofauna;;0;0;0;0;0;0;E-41;NA;2;0;0;200;0;0;0;0;0;IT;0;0;0;0;0;0;15300;0;0;0;0;0;0;0;0;0;0;3700;0;0;0;0;0;0;300;0;0;qbs_prati;D;0;;0;400;;2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;900;Data Mesofauna;;0;200;0;200;0;0;E-41;NA;3;0;0;300;0;0;0;0;0;IT;0;0;100;0;0;300;19700;300;0;0;0;0;0;0;0;0;16000;0;0;0;0;0;0;300;200;0;300;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;80000;Data Mesofauna;;0;300;300;0;0;0;E-42;NA;1;0;0;0;100;0;0;0;0;IT;0;0;3000;0;0;100;20100;0;100;0;0;0;0;0;0;0;0;4100;0;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;400;;2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;16200;Data Mesofauna;;0;200;100;100;0;0;E-42;NA;2;0;0;1100;0;0;0;0;0;IT;0;0;300;0;0;0;6400;0;0;0;0;0;0;0;0;0;0;2300;0;0;0;0;0;100;100;0;100;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;55000;Data Mesofauna;;0;0;0;0;0;0;E-42;NA;3;0;0;600;0;0;0;0;0;IT;0;0;0;0;0;200;20600;100;100;0;0;0;0;0;0;0;0;18100;200;0;0;0;0;900;100;0;900;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;6200;Data Mesofauna;;0;100;100;0;0;0;E-43;NA;1;0;0;100;400;0;0;0;0;IT;0;0;900;0;0;200;24500;100;100;0;0;0;0;0;0;0;0;6100;100;0;0;0;0;400;0;0;400;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;5700;Data Mesofauna;;0;0;0;0;0;0;E-43;NA;2;0;100;100;300;0;0;0;0;IT;0;0;1100;0;0;300;12100;300;0;0;0;0;0;0;0;0;0;5600;300;0;0;0;0;2000;0;0;2000;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;11200;Data Mesofauna;;0;0;0;0;0;0;E-43;NA;3;0;0;300;0;0;0;0;0;IT;0;0;200;0;0;100;6700;0;100;0;0;0;0;0;0;0;0;800;0;0;0;0;0;100;200;0;100;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;800;Data Mesofauna;;100;0;0;0;0;0;E-44;NA;1;0;0;500;0;0;0;0;0;IT;0;0;300;0;100;0;2900;0;0;0;0;0;0;0;0;0;2100;0;0;0;0;0;0;300;0;0;300;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-44_NA_NA_P_1;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;500;Data Mesofauna;;0;0;0;0;0;0;E-44;NA;2;0;0;200;0;0;0;0;0;IT;0;0;300;0;0;300;6000;100;200;0;0;0;0;0;0;0;0;3500;400;0;0;0;0;400;100;0;400;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-44_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;100;100;0;0;0;E-44;NA;3;0;0;0;0;0;0;0;0;IT;0;0;300;0;0;700;9200;600;100;0;0;0;0;0;0;0;0;5200;100;0;0;0;0;300;100;0;300;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-44_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;300;300;0;0;0;E-45;NA;1;0;0;100;0;0;100;0;0;IT;0;100;300;0;0;300;16600;300;0;0;0;0;0;0;0;0;0;11100;200;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;1000;Data Mesofauna;;0;300;300;0;0;0;E-45;NA;2;0;0;400;0;0;0;0;0;IT;0;0;400;0;0;400;14800;300;100;0;0;0;0;0;0;0;0;3500;0;0;0;0;0;0;200;0;0;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;1200;Data Mesofauna;;0;500;400;100;0;0;E-45;NA;3;0;0;400;0;0;0;0;0;IT;0;0;200;0;200;200;8300;200;0;0;0;0;0;0;0;0;4800;0;0;0;0;0;100;100;100;0;100;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;120000;Data Mesofauna;;0;200;100;100;0;0;E-46;NA;1;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;800;6600;700;0;100;0;0;0;0;0;0;1800;0;0;0;0;0;0;500;400;0;500;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;75000;Data Mesofauna;;0;100;0;100;0;0;E-46;NA;2;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;1100;100;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;7200;Data Mesofauna;;0;0;0;0;0;0;E-46;NA;3;0;0;100;0;100;0;0;100;IT;0;0;400;0;0;0;2700;0;0;0;0;0;0;0;0;0;0;1400;100;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4600;Data Mesofauna;;0;0;0;0;0;0;E-47;NA;1;0;0;100;0;0;0;0;0;IT;0;0;2600;0;0;400;5900;200;200;0;0;0;0;100;700;800;1000;500;1300;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-47_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4800;Data Mesofauna;;0;0;0;0;0;0;E-47;NA;2;0;0;0;0;100;0;0;100;IT;0;0;200;0;0;0;12000;0;0;0;0;0;0;100;300;2500;2700;600;1400;0;0;0;0;300;100;0;300;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-47_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;7800;Data Mesofauna;;0;0;0;0;200;0;E-47;NA;3;0;0;800;400;100;0;0;100;IT;0;0;600;0;200;800;12200;400;400;0;0;0;0;0;0;400;3000;600;600;0;0;0;0;0;200;0;0;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-47_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;1000;Data Mesofauna;;0;500;200;300;0;0;E-48;NA;1;0;0;100;0;100;0;0;100;IT;0;0;300;0;0;100;5800;100;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;1800;Data Mesofauna;;0;100;0;100;100;0;E-48;NA;2;100;0;100;0;100;0;100;0;IT;0;0;200;0;0;100;2600;100;0;0;0;0;0;0;0;0;0;1300;100;0;0;0;0;400;0;0;400;qbs_prati;D;0;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;300;Data Mesofauna;;0;100;100;0;400;0;E-48;NA;3;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;200;2400;200;0;0;0;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;3500;Data Mesofauna;;0;0;0;0;100;0;E-49;NA;1;100;0;200;100;0;0;0;0;IT;0;0;3500;0;0;0;7100;0;0;0;0;0;0;0;0;0;0;5700;400;0;0;0;0;4200;100;0;4200;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;3600;Data Mesofauna;;0;0;0;0;200;0;E-49;NA;2;200;0;0;100;0;0;0;0;IT;0;0;1100;0;0;500;13700;300;200;0;0;0;0;0;0;0;0;7200;400;0;0;0;0;1700;0;0;1700;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;1500;Data Mesofauna;;0;200;100;100;0;0;E-49;NA;3;0;0;100;0;0;0;0;0;IT;0;0;1600;0;0;700;12700;400;300;0;0;0;0;0;0;0;0;5000;100;0;0;0;0;2600;100;0;2600;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;6700;Data Mesofauna;;0;0;0;0;300;0;E-5;NA;1;600;0;0;700;0;300;0;0;IT;0;300;600;0;200;100;6700;100;0;0;0;0;0;0;0;0;0;1400;200;0;0;0;0;600;100;0;600;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5800;Data Mesofauna;;0;0;0;0;100;0;E-5;NA;2;100;0;300;200;100;100;0;100;IT;0;100;1100;0;0;400;2700;400;0;0;0;0;0;0;0;0;0;1100;0;0;0;0;0;3000;100;0;3000;qbs_prati;D;100;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;6000;Data Mesofauna;;0;0;0;0;0;0;E-5;NA;3;500;100;400;0;0;0;0;0;IT;0;0;600;0;0;0;5700;0;0;0;0;0;0;0;0;0;0;4500;100;0;0;0;0;4900;100;0;4900;qbs_prati;D;100;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;1300;Data Mesofauna;;0;0;0;0;0;0;E-50;NA;1;0;0;700;0;0;0;0;0;IT;0;0;0;0;0;200;33200;100;100;0;0;0;0;200;0;2400;25000;1000;0;0;0;0;0;100;0;0;100;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-50_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;800;Data Mesofauna;;0;0;0;0;100;0;E-50;NA;2;0;0;1400;0;0;0;0;0;IT;0;0;0;0;0;0;72800;0;0;0;0;0;0;100;700;3000;40000;300;100;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-50_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;13700;Data Mesofauna;;0;0;0;0;1300;0;E-50;NA;3;0;0;300;0;300;0;100;200;IT;0;0;100;0;0;0;66000;0;0;0;0;0;0;0;0;7300;12500;400;1600;0;0;0;0;600;500;0;600;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-50_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;10800;Data Mesofauna;;0;0;0;0;100;0;E-51;NA;1;0;400;0;0;400;0;0;400;IT;0;0;600;0;400;0;32300;0;0;0;0;0;0;0;0;0;9500;500;500;0;0;100;0;7100;300;0;7100;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;45000;Data Mesofauna;;0;0;0;0;100;0;E-51;NA;2;0;0;600;200;200;0;0;200;IT;0;0;300;0;100;800;31700;800;0;0;0;0;0;0;200;9000;9800;900;1300;0;0;0;0;1100;100;0;1100;qbs_prati;D;0;;0;100;;2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;21200;Data Mesofauna;;0;0;0;0;300;0;E-51;NA;3;0;100;0;500;100;0;0;100;IT;0;0;500;0;0;0;34900;0;0;0;0;0;0;0;0;6000;6400;600;700;0;0;0;0;1500;0;0;1500;qbs_prati;D;0;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;12000;Data Mesofauna;;0;0;0;0;0;0;E-52;NA;1;0;0;200;200;0;0;0;0;IT;0;0;1700;0;0;100;25200;0;0;0;0;100;0;0;0;0;0;10800;700;0;0;0;0;0;300;0;0;qbs_prati;D;100;;0;600;;2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;5400;Data Mesofauna;;0;200;200;0;0;0;E-52;NA;2;0;0;200;0;0;0;0;0;IT;0;0;2200;0;0;0;15900;0;0;0;0;0;0;0;0;0;0;4100;300;0;0;0;0;200;100;0;200;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4300;Data Mesofauna;;0;100;100;0;0;0;E-52;NA;3;0;100;100;0;0;0;0;0;IT;0;0;700;0;0;0;8100;0;0;0;0;0;0;0;0;0;0;3400;300;0;0;0;0;0;200;0;0;qbs_prati;D;200;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;8500;Data Mesofauna;;0;200;200;0;400;0;E-53;NA;1;0;100;300;0;0;200;0;0;IT;200;0;500;0;400;100;10000;0;100;0;0;0;0;0;0;0;0;5900;400;0;0;0;0;1000;0;0;1000;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-53_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;5800;Data Mesofauna;;0;100;100;0;0;0;E-53;NA;2;0;0;0;0;0;100;0;0;IT;100;0;1600;0;200;100;9100;100;0;0;0;0;0;0;0;0;2800;0;0;0;0;0;0;35000;500;0;35000;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-53_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;6500;Data Mesofauna;;0;200;100;100;0;0;E-53;NA;3;0;0;300;0;0;0;0;0;IT;0;0;3800;0;200;100;8900;100;0;0;0;0;0;0;0;0;0;5600;500;0;0;0;0;3000;100;0;3000;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-53_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;17600;Data Mesofauna;;100;600;600;0;0;0;E-54;NA;1;0;300;100;700;500;0;0;500;IT;0;0;1400;0;0;300;18100;300;0;0;0;0;0;0;0;0;0;10700;1300;0;0;0;0;1300;400;0;1300;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_1;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;11200;Data Mesofauna;;100;0;0;0;0;0;E-54;NA;2;0;200;0;0;200;0;100;100;IT;0;0;1500;0;0;300;17700;300;0;0;0;0;0;0;0;0;0;5400;300;0;0;0;0;5200;0;0;5200;qbs_prati;D;0;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_2;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;11800;Data Mesofauna;;0;0;0;0;400;0;E-54;NA;3;0;500;500;0;100;0;100;0;IT;0;0;25000;0;200;300;14700;300;0;0;0;0;0;0;0;0;0;8300;700;0;0;0;0;5700;700;0;5700;qbs_prati;D;0;;0;400;;2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;14400;Data Mesofauna;;0;500;500;0;300;0;E-55;NA;1;0;0;200;400;200;100;0;200;IT;100;0;2500;0;0;0;17500;0;0;0;0;0;0;0;0;0;0;8500;0;0;0;0;0;600;500;0;600;qbs_prati;D;0;;0;800;;2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4800;Data Mesofauna;;100;100;0;100;100;0;E-55;NA;2;0;0;200;200;0;0;0;0;IT;0;0;900;0;0;0;12300;0;0;0;0;0;0;0;0;0;0;3600;200;0;0;0;0;500;0;0;500;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_2;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;32000;Data Mesofauna;;200;100;0;100;3600;0;E-55;NA;3;0;100;100;100;500;100;0;500;IT;0;100;400;0;0;400;15400;400;0;0;0;0;0;0;0;0;0;8400;3200;0;0;0;0;0;200;0;0;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_3;F;NA;P;L_lepidoptera;;;0;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;5800;Data Mesofauna;;0;100;100;0;0;0;E-56;NA;1;0;0;100;100;0;0;0;0;IT;0;0;100;0;0;100;17100;0;100;0;0;0;0;0;0;0;0;5500;0;0;0;0;0;100;800;0;100;qbs_prati;D;0;;0;200;;2022-11-07_D_IT_qbs_prati_F_E-56_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;4200;Data Mesofauna;;0;200;0;200;0;0;E-56;NA;2;0;0;200;300;0;0;0;0;IT;0;0;700;0;0;100;8800;0;0;100;0;0;0;0;0;0;0;2900;400;0;0;0;0;1200;200;0;1200;qbs_prati;D;0;;0;0;;2022-11-07_D_IT_qbs_prati_F_E-56_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-07T00:00:00:yyyy-MM-dd;48000;Data Mesofauna;;0;0;0;0;1400;0;E-56;NA;3;0;0;0;100;500;0;100;400;IT;0;0;1000;0;100;200;12900;200;0;0;0;0;0;0;0;0;0;9000;600;0;0;0;0;14000;200;0;14000;qbs_prati;D;0;;0;300;;2022-11-07_D_IT_qbs_prati_F_E-56_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;2200;Data Mesofauna;;0;0;0;0;0;0;E-57;NA;1;0;0;300;0;0;0;0;0;IT;0;0;700;0;0;0;11400;0;0;0;0;0;0;0;0;0;0;1700;100;0;0;0;0;100;200;0;100;qbs_prati;D;0;;0;100;;2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;1200;Data Mesofauna;;0;0;0;0;0;0;E-57;NA;2;0;0;500;0;100;0;0;100;IT;0;0;1100;0;0;0;4800;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;400;1100;0;400;qbs_prati;D;0;;0;500;;2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;1500;Data Mesofauna;;0;0;0;0;0;0;E-57;NA;3;0;0;200;0;0;0;0;0;IT;0;0;0;0;0;100;5200;0;100;0;0;0;0;0;0;0;2200;0;0;0;0;0;0;600;400;0;600;qbs_prati;D;0;;0;1200;;2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;8000;Data Mesofauna;;0;0;0;0;0;0;E-58;NA;1;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;700;3100;500;200;0;0;0;0;0;0;0;0;800;100;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;300;;2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;8300;Data Mesofauna;;0;0;0;0;0;0;E-58;NA;2;0;0;200;0;0;0;0;0;IT;0;0;2400;0;0;0;4300;0;0;0;0;0;0;0;0;0;0;3000;400;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;200;;2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;10900;Data Mesofauna;;0;200;0;200;0;0;E-58;NA;3;0;0;200;0;0;0;0;0;IT;0;0;4300;0;0;300;9400;200;0;100;0;0;0;0;0;0;0;5100;900;0;0;0;0;0;800;0;0;qbs_prati;D;0;;0;300;;2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;4200;Data Mesofauna;;0;0;0;0;0;0;E-59;NA;1;0;0;200;0;0;0;0;0;IT;0;0;5500;0;0;0;11600;0;0;0;0;0;0;0;0;0;5600;0;0;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;0;;2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-11-08T00:00:00:yyyy-MM-dd;4200;Data Mesofauna;;0;200;100;100;0;0;E-59;NA;2;0;0;300;0;0;0;0;0;IT;0;0;2200;0;0;0;9300;0;0;0;0;0;0;0;0;0;0;3500;200;0;0;0;0;0;200;0;0;qbs_prati;D;0;;0;0;;2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_2;F;NA;P;;;;0;;;;
