extraction_method;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;main_prog_name;additional_name;data_type;id_sample;type_data;assay_scope;country_code;sampling_method;id_sampling_point;sampling_reference;extraction_duration;extraction_mesh_size;extraction_reference;extraction_soil_weight;sampled_area_for_each_subsample
Berlese-Tullgren;date:2006-06-22T00:00:00:yyyy-MM-dd;D;SKERLY_S12;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S12_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2006-06-22T00:00:00:yyyy-MM-dd;D;SKERLY_S12;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S12_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-01-01T00:00:00:yyyy-MM-dd;Y;RADOVIC_S13;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S13_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-01-01T00:00:00:yyyy-MM-dd;Y;RADOVIC_S13;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S13_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-01-01T00:00:00:yyyy-MM-dd;Y;RADOVIC_S13;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S13_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-01-01T00:00:00:yyyy-MM-dd;Y;RADOVIC_S14;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S14_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-01-01T00:00:00:yyyy-MM-dd;Y;RADOVIC_S14;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S14_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-01-01T00:00:00:yyyy-MM-dd;Y;RADOVIC_S14;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-01-01_Y_IT_Regional_monitoring_FVG_F_RADOVIC_S14_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S15;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S15_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S15;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S15_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S15;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S15_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S16;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S16_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S16;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S16_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S16;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S16_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S17;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S17_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S17;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S17_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S17;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S17_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S18;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S18_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S18;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S18_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-09-22T00:00:00:yyyy-MM-dd;D;RADOVIC_S18;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-09-22_D_IT_Regional_monitoring_FVG_F_RADOVIC_S18_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2020-11-03T00:00:00:yyyy-MM-dd;D;QB189;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2020-11-03_D_IT_Regional_monitoring_FVG_F_QB189_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2020-11-03T00:00:00:yyyy-MM-dd;D;QB189;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2020-11-03_D_IT_Regional_monitoring_FVG_F_QB189_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2020-11-03T00:00:00:yyyy-MM-dd;D;QB189;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2020-11-03_D_IT_Regional_monitoring_FVG_F_QB189_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2020-10-22T00:00:00:yyyy-MM-dd;D;QB186;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2020-10-22_D_IT_Regional_monitoring_FVG_F_QB186_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2020-10-22T00:00:00:yyyy-MM-dd;D;QB186;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2020-10-22_D_IT_Regional_monitoring_FVG_F_QB186_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2020-10-22T00:00:00:yyyy-MM-dd;D;QB186;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2020-10-22_D_IT_Regional_monitoring_FVG_F_QB186_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2018-04-01T00:00:00:yyyy-MM-dd;M;SHChigh;Out-C;NA;T;block;NA;na;;;;abundance data;multiple taxa;ES;;2018-04-01_M_ES_NA_T_SHChigh_block_Out-C_NA_NA;;;;;;
Berlese-Tullgren;date:2018-04-01T00:00:00:yyyy-MM-dd;M;SHCmedium;Out-C;NA;T;block;NA;na;;;;abundance data;multiple taxa;ES;;2018-04-01_M_ES_NA_T_SHCmedium_block_Out-C_NA_NA;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;22SIF-UCP;NA;1;F;NA;P;excalibur;;;;;;DK;;2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;22SIF-UCP;NA;2;F;NA;P;excalibur;;;;;;DK;;2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;22SIF-UCP;NA;3;F;NA;P;excalibur;;;;;;DK;;2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_3;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;25SOG-CRP;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_25SOG-CRP_NA_NA_P_1;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;25SOG-CRP;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_25SOG-CRP_NA_NA_P_2;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;25SOG-CRP;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_25SOG-CRP_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;26TIF-INH;NA;1;F;NA;P;excalibur;;;;;;PL;;2021-01-01_Y_PL_Excalibur_F_26TIF-INH_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;26TIF-INH;NA;2;F;NA;P;excalibur;;;;;;PL;;2021-01-01_Y_PL_Excalibur_F_26TIF-INH_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;26TIF-INH;NA;3;F;NA;P;excalibur;;;;;;PL;;2021-01-01_Y_PL_Excalibur_F_26TIF-INH_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;27TIF-CRP;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_27TIF-CRP_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;27TIF-CRP;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_27TIF-CRP_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;27TIF-CRP;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_27TIF-CRP_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;2AOF-TUG;NA;1;F;NA;P;excalibur;;;;;;AT;;2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;2AOF-TUG;NA;2;F;NA;P;excalibur;;;;;;AT;;2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;2AOF-TUG;NA;3;F;NA;P;excalibur;;;;;;AT;;2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;31TIG-UNI;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_31TIG-UNI_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;31TIG-UNI;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_31TIG-UNI_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;31TIG-UNI;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_31TIG-UNI_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;32TOF-CRP;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_32TOF-CRP_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;32TOF-CRP;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_32TOF-CRP_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;32TOF-CRP;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-01-01_Y_IT_Excalibur_F_32TOF-CRP_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;3AIF-TUG;NA;1;F;NA;P;excalibur;;;;;;AT;;2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;3AIF-TUG;NA;2;F;NA;P;excalibur;;;;;;AT;;2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;3AIF-TUG;NA;3;F;NA;P;excalibur;;;;;;AT;;2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_3;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;4AOF-CRP;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_4AOF-CRP_NA_NA_P_1;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;4AOF-CRP;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_4AOF-CRP_NA_NA_P_2;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;4AOF-CRP;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_4AOF-CRP_NA_NA_P_3;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;5AIF-CRP;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_5AIF-CRP_NA_NA_P_1;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;5AIF-CRP;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_5AIF-CRP_NA_NA_P_2;;;;;;
;date:2021-04-01T00:00:00:yyyy-MM-dd;D;5AIF-CRP;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-04-01_D_IT_Excalibur_F_5AIF-CRP_NA_NA_P_3;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;6AOF-FOE;NA;1;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_6AOF-FOE_NA_NA_P_1;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;6AOF-FOE;NA;2;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_6AOF-FOE_NA_NA_P_2;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;6AOF-FOE;NA;3;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_6AOF-FOE_NA_NA_P_3;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;7AOF-FOE;NA;1;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_7AOF-FOE_NA_NA_P_1;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;7AOF-FOE;NA;2;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_7AOF-FOE_NA_NA_P_2;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;7AOF-FOE;NA;3;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_7AOF-FOE_NA_NA_P_3;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;12AOF-FOE;NA;3;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_12AOF-FOE_NA_NA_P_3;;;;;;
;date:2021-04-08T00:00:00:yyyy-MM-dd;D;16SIG-CRP;NA;1;F;NA;P;excalibur;;;;;;IT;;2021-04-08_D_IT_Excalibur_F_16SIG-CRP_NA_NA_P_1;;;;;;
;date:2021-04-08T00:00:00:yyyy-MM-dd;D;16SIG-CRP;NA;2;F;NA;P;excalibur;;;;;;IT;;2021-04-08_D_IT_Excalibur_F_16SIG-CRP_NA_NA_P_2;;;;;;
;date:2021-04-08T00:00:00:yyyy-MM-dd;D;16SIG-CRP;NA;3;F;NA;P;excalibur;;;;;;IT;;2021-04-08_D_IT_Excalibur_F_16SIG-CRP_NA_NA_P_3;;;;;;
;date:2021-05-01T00:00:00:yyyy-MM-dd;D;17SIF-INH;NA;1;F;NA;P;excalibur;;;;;;PL;;2021-05-01_D_PL_Excalibur_F_17SIF-INH_NA_NA_P_1;;;;;;
;date:2021-05-01T00:00:00:yyyy-MM-dd;D;17SIF-INH;NA;2;F;NA;P;excalibur;;;;;;PL;;2021-05-01_D_PL_Excalibur_F_17SIF-INH_NA_NA_P_2;;;;;;
;date:2021-05-01T00:00:00:yyyy-MM-dd;D;17SIF-INH;NA;3;F;NA;P;excalibur;;;;;;PL;;2021-05-01_D_PL_Excalibur_F_17SIF-INH_NA_NA_P_3;;;;;;
;date:2021-05-01T00:00:00:yyyy-MM-dd;D;19SIF-KIS;NA;1;F;NA;P;excalibur;;;;;;SI;;2021-05-01_D_SI_Excalibur_F_19SIF-KIS_NA_NA_P_1;;;;;;
;date:2021-05-01T00:00:00:yyyy-MM-dd;D;19SIF-KIS;NA;2;F;NA;P;excalibur;;;;;;SI;;2021-05-01_D_SI_Excalibur_F_19SIF-KIS_NA_NA_P_2;;;;;;
;date:2021-05-01T00:00:00:yyyy-MM-dd;D;19SIF-KIS;NA;3;F;NA;P;excalibur;;;;;;SI;;2021-05-01_D_SI_Excalibur_F_19SIF-KIS_NA_NA_P_3;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;21SOF-UCP;NA;1;F;NA;P;excalibur;;;;;;DK;;2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_1;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;21SOF-UCP;NA;2;F;NA;P;excalibur;;;;;;DK;;2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_2;;;;;;
;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;21SOF-UCP;NA;3;F;NA;P;excalibur;;;;;;DK;;2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_3;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;12AOF-FOE;NA;1;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_12AOF-FOE_NA_NA_P_1;;;;;;
;date:2021-06-01T00:00:00:yyyy-MM-dd;D;12AOF-FOE;NA;2;F;NA;P;excalibur;;;;;;DE;;2021-06-01_D_DE_Excalibur_F_12AOF-FOE_NA_NA_P_2;;;;;;
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;1;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_1_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;1;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_1_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;1;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_1_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;2;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_2_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;2;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_2_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;2;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_2_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;3;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;3;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_G;3;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;1;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_1_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;1;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_1_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;1;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_1_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;2;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_2_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;2;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_2_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;2;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_2_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;3;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_3_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;3;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_3_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2023-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;3;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_3_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;1;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_1_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;1;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_1_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;1;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_1_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;2;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_2_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;2;2;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_2_P_2;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;2;3;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_2_P_3;;;2;O'connor 1955;;5 cm Ø soil auger
Bearmann;date:2022-01-01T00:00:00:yyyy-MM-dd;Y;lusignan_C;3;1;T;block;P;anr_soilwarm;;;;abundance data;multiple taxa;FR;ISO 23611-3;2022-01-01_Y_FR_ANR_SOILWARM_T_lusignan_C_block_3_P_1;;;2;O'connor 1955;;5 cm Ø soil auger
