data_type;id_sample;id_level_1;id_level_2;id_level_3;fauna_taxon;country_code;higher_taxon;main_prog_name;precision_date;additional_name;fauna_abundance;fauna_occurrence;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;date_sample_collection;fauna_unit_of_abundance
Data mesofauna;;VD_5;H_soil;5;Desoria fennica cf.;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Folsomia candida;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Isotoma viridis;AT;Collembola;vinedivers;M;;36364;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Lepidocyrtus lignorum;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Mesaphurora sp.;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Parisotoma notabilis;AT;Collembola;vinedivers;M;;188430;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Protaphorura armata;AT;Collembola;vinedivers;M;;99174;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;5;Sminthurinus aureus;AT;Collembola;vinedivers;M;;19835;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Heteromurus major;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Isotoma viridis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Mesaphurora sp.;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Parisotoma notabilis;AT;Collembola;vinedivers;M;;128926;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Protaphorura armata;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Sminthurinus aureus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_5;H_soil;6;Willemia scandinavica;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;1;Axenyllodes bayeri;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;1;Desoria fennica cf.;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;1;Isotoma viridis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;1;Mesaphurora sp.;AT;Collembola;vinedivers;M;;228099;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;1;Parisotoma notabilis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;1;Collembola spp.;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Axenyllodes bayeri;AT;Collembola;vinedivers;M;;132231;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Isotoma viridis;AT;Collembola;vinedivers;M;;39669;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Mesaphurora sp.;AT;Collembola;vinedivers;M;;138843;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Parisotoma notabilis;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Sminthurinus aureus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Willemia scandinavica;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;3;Collembola spp.;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Axenyllodes bayeri;AT;Collembola;vinedivers;M;;251240;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Folsomia parvulus;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Mesaphurora sp.;AT;Collembola;vinedivers;M;;135537;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Metaphorura affinis;AT;Collembola;vinedivers;M;;26446;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Metaphorura riozoi;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Parisotoma notabilis;AT;Collembola;vinedivers;M;;46281;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Protaphorura armata;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Sminthurinus aureus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Willemia buddenbrocki;AT;Collembola;vinedivers;M;;16529;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Willemia intermedia;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;5;Willemia scandinavica;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Axenyllodes bayeri;AT;Collembola;vinedivers;M;;39669;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Desoria olivacea;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Folsomia parvulus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Mesaphurora sp.;AT;Collembola;vinedivers;M;;185124;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Metaphorura riozoi;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Parisotoma notabilis;AT;Collembola;vinedivers;M;;165289;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Willemia intermedia;AT;Collembola;vinedivers;M;;62810;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_6;L_soil;6;Willemia scandinavica;AT;Collembola;vinedivers;M;;29752;1;2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Entomobrya marginata;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Isotoma viridis;AT;Collembola;vinedivers;M;;16529;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Lepidocyrtus paradoxus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Mesaphurora sp.;AT;Collembola;vinedivers;M;;82645;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Metaphorura affinis;AT;Collembola;vinedivers;M;;33058;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Metaphorura riozoi;AT;Collembola;vinedivers;M;;39669;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Parisotoma notabilis;AT;Collembola;vinedivers;M;;39669;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Pseudosinella sexoculata;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;1;Willemia scandinavica;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Isotoma viridis;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Mesaphurora sp.;AT;Collembola;vinedivers;M;;69421;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Metaphorura affinis;AT;Collembola;vinedivers;M;;46281;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Metaphorura riozoi;AT;Collembola;vinedivers;M;;122314;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Parisotoma notabilis;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Protaphorura armata;AT;Collembola;vinedivers;M;;49587;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;2;Willemia scandinavica;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Axenyllodes bayeri;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Cyphoderus albinus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Isotoma viridis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Mesaphurora sp.;AT;Collembola;vinedivers;M;;29752;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Metaphorura affinis;AT;Collembola;vinedivers;M;;49587;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Metaphorura riozoi;AT;Collembola;vinedivers;M;;89256;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Parisotoma notabilis;AT;Collembola;vinedivers;M;;36364;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Protaphorura armata;AT;Collembola;vinedivers;M;;26446;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Pseudosinella alba;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;3;Sminthurinus aureus;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Desoria olivacea;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Isotoma viridis;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Lepidocyrtus paradoxus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Mesaphurora sp.;AT;Collembola;vinedivers;M;;82645;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Metaphorura affinis;AT;Collembola;vinedivers;M;;29752;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Metaphorura riozoi;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Parisotoma notabilis;AT;Collembola;vinedivers;M;;165289;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Protaphorura armata;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Pseudosinella alba;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Sminthurinus aureus;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Willemia scandinavica;AT;Collembola;vinedivers;M;;19835;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_7;L_soil;4;Collembola spp.;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Folsomia parvulus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Lepidocyrtus paradoxus;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Mesaphurora sp.;AT;Collembola;vinedivers;M;;49587;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Metaphorura affinis;AT;Collembola;vinedivers;M;;16529;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Metaphorura riozoi;AT;Collembola;vinedivers;M;;49587;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Neotullbergia ramicuspis;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Orchesella cincta;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;1;Parisotoma notabilis;AT;Collembola;vinedivers;M;;16529;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;2;Lepidocyrtus paradoxus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;2;Mesaphurora sp.;AT;Collembola;vinedivers;M;;13223;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;2;Metaphorura affinis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;2;Orchesella cincta;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;2;Pseudachorutes dubius;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;5;Isotoma viridis;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;5;Mesaphurora sp.;AT;Collembola;vinedivers;M;;16529;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;5;Metaphorura affinis;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;5;Metaphorura riozoi;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;5;Pseudosinella alba;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;5;Stenaphorurella denisi;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;6;Folsomia parvulus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;6;Mesaphurora sp.;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;6;Metaphorura affinis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_8;L_soil;6;Metaphorura riozoi;AT;Collembola;vinedivers;M;;13223;1;2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_6;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;2;Folsomia parvulus;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;2;Mesaphurora sp.;AT;Collembola;vinedivers;M;;112397;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;2;Parisotoma notabilis;AT;Collembola;vinedivers;M;;33058;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;2;Protaphorura armata;AT;Collembola;vinedivers;M;;16529;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;2;Willemia intermedia;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_2;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;3;Desoria olivacea;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;3;Folsomia parvulus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;3;Isotomurus sp.;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;3;Mesaphurora sp.;AT;Collembola;vinedivers;M;;59504;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;3;Parisotoma notabilis;AT;Collembola;vinedivers;M;;142149;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;3;Protaphorura armata;AT;Collembola;vinedivers;M;;9917;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_3;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Desoria olivacea;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Folsomia parvulus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Isotomurus sp.;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Isotoma viridis;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Mesaphurora sp.;AT;Collembola;vinedivers;M;;52893;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Parisotoma notabilis;AT;Collembola;vinedivers;M;;29752;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;4;Willemia buddenbrocki;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_4;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;5;Isotoma viridis;AT;Collembola;vinedivers;M;;6612;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;5;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;5;Mesaphurora sp.;AT;Collembola;vinedivers;M;;39669;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;5;Parisotoma notabilis;AT;Collembola;vinedivers;M;;23140;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_9;H_soil;5;Sminthurus viridis;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_soil_P_5;T;block;P;NULL;n-m3
Data mesofauna;;VD_10;L_soil;1;Folsomia parvulus;AT;Collembola;vinedivers;M;;3306;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_soil_P_1;T;block;P;NULL;n-m3
