id_sampling_point;date_sample_collection;precision_date;id_sample;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;type_of_sample;taxon;ecological_group;biomass;abundance
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;3.3950617;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;47.530865;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;6.1728396;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;5.8641977;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;33.333332;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;3.3950617;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;9.876543;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;5.8641977;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;82.09876;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_CTL-A 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_CTL-A 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;5.8641977;154.32098
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;4.3209877;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;13.271605;185.18518
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;1.2345679;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;2.1604939;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;15.432098;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;53.39506;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;50.0;802.4691
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;6.1728396;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;6.7901235;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;16.666666;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea caliginosa;endogeic;9.876543;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;1.8518518;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;88.580246;956.7901
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;18.518518;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;2.4691358;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;16.666666;185.18518
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;3.7037036;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;12.654321;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;13.271605;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea caliginosa;endogeic;11.728395;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;7.0987654;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;69.1358;586.41974
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;2.7777777;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;12.654321;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;18.209877;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;17.901234;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea longa;strict anecic;40.74074;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;62.65432;802.4691
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;3.0864198;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;2.1604939;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Octolasion cyaneum;endogeic;30.864197;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Satchellius mammalis;epigeic;2.1604939;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;23.45679;154.32098
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;22.839506;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;6.7901235;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;25.308641;370.37036
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;1.5432099;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;8.641975;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;29.012346;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea longa;strict anecic;36.419754;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;1.5432099;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;4.3209877;92.59259
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_Ctrl 60_B-NA_P-NA_Data Macrofauna;Sub Paddock_Ctrl 60;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;3.0864198;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;11.111111;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;5.8641977;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;5.5555553;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;9.259259;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Hedge_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Hedge;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;12.654321;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;52.77778;123.45679
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea caliginosa;endogeic;13.580247;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea longa;strict anecic;62.037037;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;5.2469134;30.864197
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;37.65432;586.41974
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;6.7901235;154.32098
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A Margin_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A Margin;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;4.6296296;61.728394
2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2017-04-01T00:00:00:yyyy-MM-dd;M;2017-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;73.45679;92.59259
