ci;ei;mi;mi2-5;data_type;id_sample;ab_unident;id_level_1;id_level_2;id_level_3;nematods_si;ab_omnivores;ab_predators;country_code;ab_fungivores;ab_herbivores;main_prog_name;precision_date;ab_bacterivores;additional_name;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;total_nem_biomass;ab_Total_nematodes;date_sample_collection;nematode_family_richness;nematode_genera_richness
65.66;43.61;2.5;NULL;Data Microfauna;1996-08-05-D_NL_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;68.35;68;212;NL;1390;4423;degree;D;2381;De Bovenbuurtse Weilanden;1996-08-05-D_NL_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;3.97;8474;NULL;;24
67.91;50.91;2.44;NULL;Data Microfauna;1996-08-05-D_NL_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;62.45;367;69;NL;1822;620;degree;D;1707;De Bovenbuurtse Weilanden;1996-08-05-D_NL_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;4.21;4589;NULL;;24
46.94;57.42;2.37;NULL;Data Microfauna;1996-08-05-D_NL_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;67.13;65;0;NL;1555;670;degree;D;3110;De Bovenbuurtse Weilanden;1996-08-05-D_NL_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;3.38;5400;NULL;;24
38.89;36.18;2.46;NULL;Data Microfauna;1996-08-05-D_NL_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;69.28;60;60;NL;361;996;degree;D;2817;De Bovenbuurtse Weilanden;1996-08-05-D_NL_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;3.42;4294;NULL;;24
46.37;40.13;2.47;NULL;Data Microfauna;1996-08-05-D_NL_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;70.56;0;152;NL;520;2290;degree;D;2285;De Bovenbuurtse Weilanden;1996-08-05-D_NL_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;2.42;5253;NULL;;24
57.32;36.12;2.18;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;40.25;16;47;NL;602;698;degree;D;1741;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;2.27;3104;NULL;;23
76.9;31.79;2.15;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;30.32;27;9;NL;470;306;degree;D;1017;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;1.4;1830;NULL;;24
89.04;40.22;2.12;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;25.3;42;0;NL;2783;5261;degree;D;2415;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;3.52;10500;NULL;;21
87.05;40.64;2.38;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;54.2;121;36;NL;1045;1761;degree;D;1081;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;2.36;4049;NULL;;19
56.11;41.14;2.1;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;29.49;133;0;NL;1234;845;degree;D;2358;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;3.99;4570;NULL;;21
52.46;55.02;2.2;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;47.98;165;38;NL;1469;704;degree;D;1469;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;2.18;3845;NULL;;23
55.31;42.72;2.29;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;50.79;147;62;NL;745;1218;degree;D;1497;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;3.37;3670;NULL;;26
23.78;51.94;1.99;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;29.91;46;10;NL;398;474;degree;D;1622;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;2.33;2551;NULL;;20
27.36;46.4;2.13;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;43.28;18;18;NL;434;1079;degree;D;2008;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;2.83;3560;NULL;;22
23.27;73.21;2.16;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;65.64;73;0;NL;804;1710;degree;D;1689;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;3.23;4276;NULL;;22
30.38;64.89;2.24;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;60.52;440;48;NL;1011;346;degree;D;1621;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;3.2;3463;NULL;;25
34.2;66.81;2.14;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;56.79;0;13;NL;1109;461;degree;D;1708;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;2.65;3290;NULL;;22
26.95;58.63;2.21;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;58.47;94;68;NL;799;1494;degree;D;2769;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;5.49;5224;NULL;;26
33.47;56;2.24;NULL;Data Microfauna;1996-09-02-D_NL_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;58.76;18;70;NL;740;1379;degree;D;2171;De Bovenbuurtse Weilanden;1996-09-02-D_NL_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;2.91;4378;NULL;;24
90.94;33.12;2.23;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;35.98;10;106;GR;408;397;degree;D;496;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;1;1417;NULL;;21
100;29.39;2.4;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;50;18;141;GR;264;185;degree;D;370;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;0.72;977;NULL;;19
100;26.82;2.26;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;38.2;10;29;GR;106;42;degree;D;187;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;0.32;373;NULL;;22
80.67;42.05;2.22;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;36.8;9;98;GR;451;275;degree;D;348;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;0.77;1182;NULL;;18
100;27.35;2.46;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;54.44;38;89;GR;194;186;degree;D;336;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;0.85;843;NULL;;21
100;30.05;2.28;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;38.97;6;65;GR;199;167;degree;D;264;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;0.5;699;NULL;;18
84.68;28.31;2.32;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;45.54;15;37;GR;85;114;degree;D;176;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;0.33;427;NULL;;25
88.31;44.38;2.33;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;46.95;109;88;GR;672;67;degree;D;304;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;1.1;1239;NULL;;16
92.98;41.61;2.23;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;35.74;8;32;GR;215;81;degree;D;114;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;0.3;451;NULL;;19
83.85;42.92;2.35;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;49.03;37;127;GR;501;414;degree;D;344;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;1.11;1423;NULL;;25
100;25.41;2.1;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;17.95;0;52;GR;277;180;degree;D;537;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;0.53;1047;NULL;;16
100;27.35;2.26;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;37.7;15;63;GR;229;119;degree;D;387;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;0.61;814;NULL;;21
100;37.64;2.23;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;35.26;0;140;GR;741;128;degree;D;464;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;0.86;1473;NULL;;20
89.74;31.82;2.22;NULL;Data Microfauna;1996-07-03-D_GR_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;34.86;12;125;GR;419;184;degree;D;594;Mount Vermion;1996-07-03-D_GR_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;0.94;1335;NULL;;22
56;44.05;2.4;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;57.44;355;130;GE;1013;2683;degree;D;1741;Linden research area;1996-07-09-D_GE_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;10.46;5922;NULL;;31
60.82;45.88;2.5;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;64.03;556;440;GE;2061;6392;degree;D;2131;Linden research area;1996-07-09-D_GE_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;44.2;11580;NULL;;28
69.57;48.23;2.5;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;63.19;337;106;GE;1996;2571;degree;D;1600;Linden research area;1996-07-09-D_GE_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;3.05;6610;NULL;;35
41.77;54.42;2.28;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;56.18;163;111;GE;1312;2199;degree;D;2047;Linden research area;1996-07-09-D_GE_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;12.55;5832;NULL;;39
50.77;49.68;2.11;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;34.9;163;36;GE;1912;4497;degree;D;2457;Linden research area;1996-07-09-D_GE_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;2.73;9066;NULL;;28
68.87;40.92;2.09;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;27.04;32;0;GE;1449;4443;degree;D;2082;Linden research area;1996-07-09-D_GE_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;12.86;8006;NULL;;25
70.66;36.89;2.29;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;48.49;228;39;GE;1626;3088;degree;D;2876;Linden research area;1996-07-09-D_GE_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;9.83;7857;NULL;;28
66.27;47.84;2.41;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;58.86;651;179;GE;3560;5959;degree;D;2412;Linden research area;1996-07-09-D_GE_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;36.88;12760;NULL;;32
65.15;40.87;2.4;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;60.16;238;139;GE;2064;3870;degree;D;3612;Linden research area;1996-07-09-D_GE_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;4.55;9924;NULL;;33
74.09;43.37;2.26;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;45.79;352;366;GE;4629;4878;degree;D;4424;Linden research area;1996-07-09-D_GE_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;6.83;14650;NULL;;32
68.93;43.83;2.27;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;45.72;301;79;GE;1728;3867;degree;D;1957;Linden research area;1996-07-09-D_GE_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;3.48;7925;NULL;;34
59.34;50.74;2.05;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;26.65;82;27;GE;1614;2352;degree;D;1395;Linden research area;1996-07-09-D_GE_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;1.5;5470;NULL;;29
82.7;34.64;2.58;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;65.41;871;274;GE;1663;4500;degree;D;2475;Linden research area;1996-07-09-D_GE_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;6.09;9783;NULL;;34
81.4;39.24;2.22;NULL;Data Microfauna;1996-07-09-D_GE_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;40.81;317;0;GE;2946;4498;degree;D;3569;Linden research area;1996-07-09-D_GE_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;3.24;11330;NULL;;24
60.42;44.76;2.97;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;80.86;1525;199;GE;1436;5174;degree;D;1625;Linden research area;1996-08-06-D_GE_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;11.7;9969;NULL;;36
74.44;46.03;2.41;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;56.99;201;222;GE;1015;1909;degree;D;681;Linden research area;1996-08-06-D_GE_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;2.04;4028;NULL;;29
64.73;52.37;2.31;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;54.21;192;226;GE;1092;1594;degree;D;724;Linden research area;1996-08-06-D_GE_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;2.16;3832;NULL;;32
43.89;53.38;2.81;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;78.8;666;181;GE;926;4427;degree;D;1027;Linden research area;1996-08-06-D_GE_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;38.94;7234;NULL;;33
58.01;55.35;2.57;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;69.98;542;342;GE;1698;3532;degree;D;1020;Linden research area;1996-08-06-D_GE_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;4.78;7135;NULL;;35
64.23;54.19;2.46;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;63.96;334;304;GE;1557;2915;degree;D;743;Linden research area;1996-08-06-D_GE_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;3.25;5854;NULL;;33
78.63;44.41;2.23;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;43.13;32;90;GE;769;1831;degree;D;499;Linden research area;1996-08-06-D_GE_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;1.23;3218;NULL;;33
56.29;52.52;2.21;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;46.52;226;70;GE;1517;4840;degree;D;1128;Linden research area;1996-08-06-D_GE_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;10.63;7781;NULL;;28
72.41;46.77;2.47;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;63.1;165;427;GE;1572;3241;degree;D;1489;Linden research area;1996-08-06-D_GE_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;8.61;6895;NULL;;36
58.47;51.62;2.31;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;53.54;183;110;GE;1173;2644;degree;D;1126;Linden research area;1996-08-06-D_GE_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;18.45;5235;NULL;;39
66.2;47.72;2.42;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;61.09;178;305;GE;942;1536;degree;D;993;Linden research area;1996-08-06-D_GE_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;9.13;3958;NULL;;36
75.72;50.65;2.54;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;65.05;719;236;GE;2433;5220;degree;D;1241;Linden research area;1996-08-06-D_GE_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;5.5;9849;NULL;;33
66.57;47.4;2.35;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;56.73;154;264;GE;1495;2292;degree;D;1297;Linden research area;1996-08-06-D_GE_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;7.38;5496;NULL;;37
68.15;48.68;2.29;NULL;Data Microfauna;1996-08-06-D_GE_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;48.44;322;67;GE;1430;3812;degree;D;1081;Linden research area;1996-08-06-D_GE_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;3.43;6712;NULL;;32
65.27;52.42;2.49;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;65.03;282;105;GE;1084;1901;degree;D;657;Linden research area;1996-09-03-D_GE_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;3.07;4028;NULL;;32
74.09;50.66;2.24;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;43.54;67;67;GE;1074;1771;degree;D;384;Linden research area;1996-09-03-D_GE_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;1.65;3367;NULL;;28
69.7;52.88;2.47;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;63.34;410;134;GE;1956;3800;degree;D;763;Linden research area;1996-09-03-D_GE_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;16.19;7063;NULL;;34
67.39;49.33;2.84;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;78.34;374;297;GE;1224;5336;degree;D;1275;Linden research area;1996-09-03-D_GE_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;14.86;8497;NULL;;35
60.75;57.07;2.13;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;37.72;79;66;GE;898;2034;degree;D;376;Linden research area;1996-09-03-D_GE_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;1.41;3453;NULL;;25
56.91;59.22;2.24;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;50.73;221;42;GE;1208;2749;degree;D;479;Linden research area;1996-09-03-D_GE_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;21.49;4699;NULL;;29
59.62;49.84;2.42;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;61.58;146;95;GE;910;1998;degree;D;807;Linden research area;1996-09-03-D_GE_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;2.52;3956;NULL;;36
61.43;47.38;2.41;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;58.31;575;47;GE;1716;5215;degree;D;1877;Linden research area;1996-09-03-D_GE_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;21.27;9430;NULL;;35
75.36;44.42;2.63;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;69.68;525;224;GE;1609;4853;degree;D;1394;Linden research area;1996-09-03-D_GE_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;6.51;8605;NULL;;36
64.91;49.78;2.82;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;76.95;668;33;GE;1181;3831;degree;D;968;Linden research area;1996-09-03-D_GE_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;18.14;6675;NULL;;35
79.17;48.79;2.38;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;56.54;279;129;GE;1716;2155;degree;D;889;Linden research area;1996-09-03-D_GE_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;6.98;5168;NULL;;30
56.15;52.99;2.38;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;59.76;379;240;GE;1927;5901;degree;D;1538;Linden research area;1996-09-03-D_GE_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;5.09;9985;NULL;;33
84.96;42.63;2.34;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;52.55;151;453;GE;3778;7404;degree;D;3324;Linden research area;1996-09-03-D_GE_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;3.83;15110;NULL;;31
87.54;41.37;2.19;NULL;Data Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;34.06;208;0;GE;1744;2871;degree;D;1298;Linden research area;1996-09-03-D_GE_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;3.35;6121;NULL;;29
69.54;47.66;2.11;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;29.24;59;27;GE;808;799;degree;D;574;Linden research area;1996-10-08-D_GE_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;1.09;2270;NULL;;31
67.26;50.73;2.16;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;38.82;99;127;GE;1780;2376;degree;D;1130;Linden research area;1996-10-08-D_GE_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;10.45;5512;NULL;;32
58.55;48.26;2.17;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;39.37;174;64;GE;1105;2064;degree;D;1160;Linden research area;1996-10-08-D_GE_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;2.93;4567;NULL;;25
41.43;62.36;2.54;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;71.22;460;110;GE;935;1559;degree;D;734;Linden research area;1996-10-08-D_GE_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;5.29;3802;NULL;;28
86.75;44.15;2.2;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;35.09;272;225;GE;3161;6583;degree;D;1598;Linden research area;1996-10-08-D_GE_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;4.81;11840;NULL;;30
83.86;48.74;2.21;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;40.41;45;209;GE;1475;2626;degree;D;628;Linden research area;1996-10-08-D_GE_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;1.42;4983;NULL;;29
83.15;47.62;2.27;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;47.5;27;236;GE;1109;862;degree;D;484;Linden research area;1996-10-08-D_GE_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;0.96;2718;NULL;;29
44.35;62.61;2.09;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;42.74;120;40;GE;1348;5666;degree;D;851;Linden research area;1996-10-08-D_GE_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;3;8026;NULL;;26
