id_sampling_point;date_sample_collection;precision_date;country_code;main_prog_name;additional_name;level_1_scale_obs;id_level_1;level_2_scale_obs;id_level_2;level_3_scale_obs;id_level_3;id_sample;data_type;type_of_sample;fungi_soil_subsample_mass;fungi_sampl_method;fungi_sampling_methodo_iso;fungi_methodology_class;fungi_molecular_marker;fungi_sequencing_type;fungi_sequencing_platform;fungi_sequencing_length;fungi_taxon_annotation_plat_db;fungi_taxon_annotation_database_or_pipeline;fungi_picking_scope;fungi_amf_morphological_analysis;fungi_amf_morphological_analysis_method
2018-01-01_Y_ES_LUCAS_F_362_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;362;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_366_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;366;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_370_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;370;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_378_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;378;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_382_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;382;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_384_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;384;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_392_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;392;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_393_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;393;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_402_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;402;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_403_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;403;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_413_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;413;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_434_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;434;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_440_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;440;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_441_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;441;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_476_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;476;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_480_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;480;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_482_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;482;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_526_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;526;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_593_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;593;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_597_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;597;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_744_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;744;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_782_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;782;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_296_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;296;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_327_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;327;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_341_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;341;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_363_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;363;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_423_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;423;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_479_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;479;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FI_LUCAS_F_557_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FI;lucas;;F;557;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_155_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;155;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_188_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;188;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_201_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;201;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_212_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;212;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_215_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;215;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_216_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;216;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_219_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;219;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_221_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;221;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_229_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;229;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_AT_LUCAS_F_177_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;AT;lucas;;F;177;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_AT_LUCAS_F_204_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;AT;lucas;;F;204;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_AT_LUCAS_F_38_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;AT;lucas;;F;38;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_AT_LUCAS_F_558_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;AT;lucas;;F;558;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_AT_LUCAS_F_7_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;AT;lucas;;F;7;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_AT_LUCAS_F_884_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;AT;lucas;;F;884;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BE_LUCAS_F_638_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BE;lucas;;F;638;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_24_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;24;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_278_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;278;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_303_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;303;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_330_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;330;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_347_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;347;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_428_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;428;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_5_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;5;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_517_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;517;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_6_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;6;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_65_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;65;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_86_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;86;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_864_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;864;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_149_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;149;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_167_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;167;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_176_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;176;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_FR_LUCAS_F_240_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;FR;lucas;;F;240;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_21_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;21;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_30_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;30;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_61_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;61;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DK_LUCAS_F_64_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DK;lucas;;F;64;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_26_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;26;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_326_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;326;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_489_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;489;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_527_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;527;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_654_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;654;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_680_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;680;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_93_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;93;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_99_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;99;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_103_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;103;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_105_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;105;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_108_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;108;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_11_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;11;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_110_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;110;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_112_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;112;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_117_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;117;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_12_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;12;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_18_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;18;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_181_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;181;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_184_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;184;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
