id_sampling_point;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;microfauna_extraction_method;microfauna_sampling_methodology_iso;microfauna_sampling_observation_method;asmicrofauna_sampled_area_for_each_subsample
1996-09-03-D_GE_DEGREE_T-H3-T6_B-1_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H3-T6;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H3-T6_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H4-T3_B-1_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H4-T3;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H4-T3_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H4-T3_B-2_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H4-T3;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H4-T3_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H5-T6_B-1_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H5-T6;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H5-T6_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H6-T1_B-1_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H6-T1;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T1_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H6-T1_B-2_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H6-T1;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T1_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H6-T5_B-1_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H6-T5;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T5_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-09-03-D_GE_DEGREE_T-H6-T5_B-2_P-NA;date:1996-09-03T00:00:00:yyyy-MM-dd;D;H6-T5;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-09-03-D_GE_DEGREE_T-H6-T5_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H1-T2_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H1-T2;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T2_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H1-T4_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H1-T4;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T4_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H1-T6_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H1-T6;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T6_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H1-T6_B-2_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H1-T6;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H1-T6_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H2-T1_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H2-T1;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H2-T1_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H2-T1_B-2_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H2-T1;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H2-T1_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H3-T6_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H3-T6;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H3-T6_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H4-T3_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H4-T3;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H4-T3_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H4-T3_B-2_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H4-T3;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H4-T3_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H5-T6_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H5-T6;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H5-T6_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H6-T1_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H6-T1;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T1_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H6-T1_B-2_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H6-T1;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T1_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H6-T5_B-1_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H6-T5;1;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T5_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-10-08-D_GE_DEGREE_T-H6-T5_B-2_P-NA;date:1996-10-08T00:00:00:yyyy-MM-dd;D;H6-T5;2;NA;T;B;P;GE;degree;Linden research area;Metadata Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T5_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-07-17-D_GB_DEGREE_T-H1-T2_B-1_P-NA;date:1996-07-17T00:00:00:yyyy-MM-dd;D;H1-T2;1;NA;T;B;P;GB;degree;Redesdale;Metadata Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T2_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-07-17-D_GB_DEGREE_T-H1-T4_B-1_P-NA;date:1996-07-17T00:00:00:yyyy-MM-dd;D;H1-T4;1;NA;T;B;P;GB;degree;Redesdale;Metadata Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T4_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-07-17-D_GB_DEGREE_T-H1-T6_B-1_P-NA;date:1996-07-17T00:00:00:yyyy-MM-dd;D;H1-T6;1;NA;T;B;P;GB;degree;Redesdale;Metadata Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T6_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-07-17-D_GB_DEGREE_T-H1-T6_B-2_P-NA;date:1996-07-17T00:00:00:yyyy-MM-dd;D;H1-T6;2;NA;T;B;P;GB;degree;Redesdale;Metadata Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T6_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-07-17-D_GB_DEGREE_T-H2-T1_B-1_P-NA;date:1996-07-17T00:00:00:yyyy-MM-dd;D;H2-T1;1;NA;T;B;P;GB;degree;Redesdale;Metadata Microfauna;1996-07-17-D_GB_DEGREE_T-H2-T1_B-1_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1996-07-17-D_GB_DEGREE_T-H2-T1_B-2_P-NA;date:1996-07-17T00:00:00:yyyy-MM-dd;D;H2-T1;2;NA;T;B;P;GB;degree;Redesdale;Metadata Microfauna;1996-07-17-D_GB_DEGREE_T-H2-T1_B-2_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1995-03-01-M_NL_Drentse Aa_F-C_B-Dry_P-NA;date:1995-03-01T00:00:00:yyyy-MM-dd;M;C;Dry;NA;F;B;P;NL;drentse_aa;;Metadata Microfauna;1995-03-01-M_NL_Drentse Aa_F-C_B-Dry_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1992-10-14-D_NL_Drentse Aa_F-C_B-Wet_P-NA;date:1992-10-14T00:00:00:yyyy-MM-dd;D;C;Wet;NA;F;B;P;NL;drentse_aa;;Metadata Microfauna;1992-10-14-D_NL_Drentse Aa_F-C_B-Wet_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1995-03-01-M_NL_Drentse Aa_F-K_B-Dry_P-NA;date:1995-03-01T00:00:00:yyyy-MM-dd;M;K;Dry;NA;F;B;P;NL;drentse_aa;;Metadata Microfauna;1995-03-01-M_NL_Drentse Aa_F-K_B-Dry_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1992-10-14-D_NL_Drentse Aa_F-D_B-Wet_P-NA;date:1992-10-14T00:00:00:yyyy-MM-dd;D;D;Wet;NA;F;B;P;NL;drentse_aa;;Metadata Microfauna;1992-10-14-D_NL_Drentse Aa_F-D_B-Wet_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1995-04-01-M_NL_Drentse Aa_F-BS_B-Dry_P-NA;date:1995-04-01T00:00:00:yyyy-MM-dd;M;BS;Dry;NA;F;B;P;NL;drentse_aa;;Metadata Microfauna;1995-04-01-M_NL_Drentse Aa_F-BS_B-Dry_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S1_B-1_P-1;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S1;1;1;F;B;P;NL;kiedel;Donkse Laagten;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S1_B-1_P-1_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S1_B-1_P-2;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S1;1;2;F;B;P;NL;kiedel;Donkse Laagten;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S1_B-1_P-2_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S1_B-2_P-1;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S1;2;1;F;B;P;NL;kiedel;Donkse Laagten;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S1_B-2_P-1_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S1_B-2_P-2;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S1;2;2;F;B;P;NL;kiedel;Donkse Laagten;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S1_B-2_P-2_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S2_B-1_P-1;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S2;1;1;F;B;P;NL;kiedel;De Wilck;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S2_B-1_P-1_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S2_B-1_P-2;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S2;1;2;F;B;P;NL;kiedel;De Wilck;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S2_B-1_P-2_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S2_B-2_P-1;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S2;2;1;F;B;P;NL;kiedel;De Wilck;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S2_B-2_P-1_Metadata Microfauna;Elutriator;;composite sample;
1995-05-02-D_NL_Kiedel_F-S2_B-2_P-2;date:1995-05-02T00:00:00:yyyy-MM-dd;D;S2;2;2;F;B;P;NL;kiedel;De Wilck;Metadata Microfauna;1995-05-02-D_NL_Kiedel_F-S2_B-2_P-2_Metadata Microfauna;Elutriator;;composite sample;
1996-04-10-D_NL_Kiedel_F-S3_B-1_P-NA;date:1996-04-10T00:00:00:yyyy-MM-dd;D;S3;1;NA;F;B;P;NL;kiedel;Eemland;Metadata Microfauna;1996-04-10-D_NL_Kiedel_F-S3_B-1_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1996-04-10-D_NL_Kiedel_F-S3_B-2_P-NA;date:1996-04-10T00:00:00:yyyy-MM-dd;D;S3;2;NA;F;B;P;NL;kiedel;Eemland;Metadata Microfauna;1996-04-10-D_NL_Kiedel_F-S3_B-2_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1996-04-10-D_NL_Kiedel_F-S3_B-3_P-NA;date:1996-04-10T00:00:00:yyyy-MM-dd;D;S3;3;NA;F;B;P;NL;kiedel;Eemland;Metadata Microfauna;1996-04-10-D_NL_Kiedel_F-S3_B-3_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1996-04-10-D_NL_Kiedel_F-S3_B-4_P-NA;date:1996-04-10T00:00:00:yyyy-MM-dd;D;S3;4;NA;F;B;P;NL;kiedel;Eemland;Metadata Microfauna;1996-04-10-D_NL_Kiedel_F-S3_B-4_P-NA_Metadata Microfauna;Elutriator;;composite sample;
2004-10-01-M_SK_White-Carpathians_F-1_B-NA_P-NA;date:2004-10-01T00:00:00:yyyy-MM-dd;M;1;NA;NA;F;B;P;SK;whitecarpathians;;Metadata Microfauna;2004-10-01-M_SK_White-Carpathians_F-1_B-NA_P-NA_Metadata Microfauna;Baermann funnel;;composite sample;
2004-10-01-M_SK_White-Carpathians_F-2_B-NA_P-NA;date:2004-10-01T00:00:00:yyyy-MM-dd;M;2;NA;NA;F;B;P;SK;whitecarpathians;;Metadata Microfauna;2004-10-01-M_SK_White-Carpathians_F-2_B-NA_P-NA_Metadata Microfauna;Baermann funnel;;composite sample;
1985-09-01-M_NL_Nematode survey_F-2_B-1_P-NA;date:1985-09-01T00:00:00:yyyy-MM-dd;M;2;1;NA;F;B;P;NL;nematode_survey;Hoge Veluwe;Metadata Microfauna;1985-09-01-M_NL_Nematode survey_F-2_B-1_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1985-10-28-D_NL_Nematode survey_F-2_B-2_P-NA;date:1985-10-28T00:00:00:yyyy-MM-dd;D;2;2;NA;F;B;P;NL;nematode_survey;Hoge Veluwe;Metadata Microfauna;1985-10-28-D_NL_Nematode survey_F-2_B-2_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1985-12-03-D_NL_Nematode survey_F-2_B-3_P-NA;date:1985-12-03T00:00:00:yyyy-MM-dd;D;2;3;NA;F;B;P;NL;nematode_survey;Hoge Veluwe;Metadata Microfauna;1985-12-03-D_NL_Nematode survey_F-2_B-3_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1986-05-12-D_NL_Nematode survey_F-2_B-4_P-NA;date:1986-05-12T00:00:00:yyyy-MM-dd;D;2;4;NA;F;B;P;NL;nematode_survey;Hoge Veluwe;Metadata Microfauna;1986-05-12-D_NL_Nematode survey_F-2_B-4_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1986-08-04-D_NL_Nematode survey_F-2_B-5_P-NA;date:1986-08-04T00:00:00:yyyy-MM-dd;D;2;5;NA;F;B;P;NL;nematode_survey;Hoge Veluwe;Metadata Microfauna;1986-08-04-D_NL_Nematode survey_F-2_B-5_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1985-09-01-M_NL_Nematode survey_F-3_B-1_P-NA;date:1985-09-01T00:00:00:yyyy-MM-dd;M;3;1;NA;F;B;P;NL;nematode_survey;Waardenburg;Metadata Microfauna;1985-09-01-M_NL_Nematode survey_F-3_B-1_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1985-10-28-D_NL_Nematode survey_F-3_B-2_P-NA;date:1985-10-28T00:00:00:yyyy-MM-dd;D;3;2;NA;F;B;P;NL;nematode_survey;Waardenburg;Metadata Microfauna;1985-10-28-D_NL_Nematode survey_F-3_B-2_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1986-01-06-D_NL_Nematode survey_F-3_B-3_P-NA;date:1986-01-06T00:00:00:yyyy-MM-dd;D;3;3;NA;F;B;P;NL;nematode_survey;Waardenburg;Metadata Microfauna;1986-01-06-D_NL_Nematode survey_F-3_B-3_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1986-04-01-D_NL_Nematode survey_F-3_B-4_P-NA;date:1986-04-01T00:00:00:yyyy-MM-dd;D;3;4;NA;F;B;P;NL;nematode_survey;Waardenburg;Metadata Microfauna;1986-04-01-D_NL_Nematode survey_F-3_B-4_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1986-06-24-D_NL_Nematode survey_F-3_B-5_P-NA;date:1986-06-24T00:00:00:yyyy-MM-dd;D;3;5;NA;F;B;P;NL;nematode_survey;Waardenburg;Metadata Microfauna;1986-06-24-D_NL_Nematode survey_F-3_B-5_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-1_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;1;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-1_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-2_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;2;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-2_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-3_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;3;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-3_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-4_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;4;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-4_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-5_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;5;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-5_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-6_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;6;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-6_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-7_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;7;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-7_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-8_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;8;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-8_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-9_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;9;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-9_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-10_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;10;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-10_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-11_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;11;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-11_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-12_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;12;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-12_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-13_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;13;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-13_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-14_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;14;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-14_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-15_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;15;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-15_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-16_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;16;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-16_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-17_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;17;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-17_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-18_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;18;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-18_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-05-12-Y_NL_Soil Quality Network_F-19_B-Ext_P-NA;date:1993-05-12T00:00:00:yyyy-MM-dd;Y;19;Ext;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-05-12-Y_NL_Soil Quality Network_F-19_B-Ext_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-20_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;20;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-20_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-21_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;21;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-21_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-22_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;22;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-22_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-23_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;23;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-23_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-24_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;24;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-24_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-25_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;25;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-25_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-26_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;26;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-26_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-27_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;27;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-27_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-28_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;28;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-28_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
1993-04-13-Y_NL_Soil Quality Network_F-29_B-Int_P-NA;date:1993-04-13T00:00:00:yyyy-MM-dd;Y;29;Int;NA;F;B;P;NL;soil_quality_network;;Metadata Microfauna;1993-04-13-Y_NL_Soil Quality Network_F-29_B-Int_P-NA_Metadata Microfauna;Elutriator;;composite sample;
